120	Jeonbuk	全罗北道
121	Gwangju	光州
122	Busan	釜山
123	Chungnam	忠清南道
124	Chelyabinsk	车里雅宾斯克
125	Vologda	沃洛格达
127	Bratislava	布拉迪斯拉发
129	Fryazino	弗里亚济诺
130	Solnechnogorsk	索尔涅奇诺戈尔斯克
131	Ulsan	蔚山
132	Gyeonggi	京畿道
136	Jablunkov	亚布伦科夫
137	Yunnan	云南
138	Daegu	大邱
139	Jeonnam	全罗南道
140	Chengdu	四川
141	Heilongjiang	黑龙江
145	Krasnoyarsk	克拉斯诺亚尔斯克
147	Söderköping	南雪平
148	Örbyhus	厄比胡斯
150	Umeå	于默奥
152	Kishinev	基希讷乌
153	Korop	科罗普
155	Havířov	哈维若夫
156	Kraków	克拉科夫
157	Taizhou, Jiangsu	江苏
158	Suzhou, Jiangsu	江苏
159	Changzhou	江苏
160	Harbin	黑龙江
162	Reda	雷达
163	Zhejiang	浙江
164	Hubei	湖北
165	Hebei	河北
166	Anshan	辽宁
167	Hunan	湖南
168	Sejong	世宗
171	Nara	奈良
172	Sasebo	佐世保
173	Los Angeles	洛杉矶
175	Zhenjiang	江苏
176	Guangxi	广西
177	Chungbuk	忠清北道
186	Bydgoszcz	比得哥什
189	Katowice	卡托维兹
190	Płock	普沃茨克
192	Łask	瓦斯克
195	Kwidzyn	克维曾
196	Liuzhou	广西
197	Ulyanovsk	乌里扬诺夫斯克
199	Guangzhou	广东
205	Shenyang	辽宁
207	Mito	水户
208	Jiangsu	江苏
209	Hamamatsu	滨松
210	Saga	佐贺
211	Kadoma	门真
212	Sakai	堺市
213	Nantong	江苏
216	Samara	萨马拉
217	Toyama	富山
218	Kohtla-Nõmme	科特拉内梅
219	Parksepa	帕克塞帕
225	Paldiski	帕尔迪斯基
227	Fukushima	福岛
228	Saitama	埼玉
229	Nagoya	名古屋
230	Miyagi	宫城
232	Iwate	岩手
233	Shimonoseki	下关
234	Mezőkövesd	迈泽拜雷尼
236	Jastrzębie Zdrój	亚斯琴别-兹德鲁伊
237	Żmigród	日米格鲁德
240	Yangzhou	江苏
241	Shaanxi	陕西
242	Nanjing	江苏
243	Norrköping	北雪平
253	Sendai	仙台
254	Shandong	山东
255	Henan	河南
256	Anhui	安徽
257	Jinan	山东
258	Mishima	三岛
261	Konosha	科诺沙
262	Chiayi	嘉义
268	Vladimir	弗拉基米尔
269	Lviv	利沃夫
271	Omihachiman	近江八幡
272	Moriyama	守山
276	Tatsuno	龙野
278	Varberg	瓦尔贝里
295	Hulun Buir	内蒙古
296	Qiqihar	黑龙江
301	Changchun	吉林
302	Jilin	吉林
311	Tangshan	河北
328	Hainan	海南
330	Lanzhou	甘肃
337	Xi'an	陕西
359	Chongqing	重庆
372	Kunming	云南
391	Haikou	海南
397	Changsha	湖南
401	Wuhan	湖北
404	Quanzhou	福建
406	Fuzhou	福建
412	Shaoxing	浙江
413	Jinhua	浙江
417	Anqing	安徽
419	Hefei	安徽
420	Jiaxing	浙江
423	Zhengzhou	河南
428	Qingdao	山东
437	Dezhou	山东
443	?	　
445	Shijiazhuang	河北
453	?	　
462	Chiba	千叶
463	Shimizu	清水
464	Almaty	阿尔木图
473	?	　
474	Saldus	萨尔杜斯
476	?	　
478	Yaroslavl	雅罗斯拉夫尔
481	Novosibirsk	新西伯利亚
482	Novokuznetsk	新库兹涅茨克
487	?	　
491	Guangdong	广东
493	Sichuan	四川
494	Taoyuan	桃园
495	Hsinchu	新竹
496	Changhua	彰化
498	Hualien	花莲
499	Kotlas	科特拉斯
505	Moscow Region	莫斯科州
517	Velikiye Luki	大卢基
529	Toyokawa	丰川
530	Kuressaare	库雷萨雷
531	Kuusalu	库萨卢
541	Nikolaevka	尼古拉耶夫卡
542	Novorossiisk	新罗西斯克
545	Kanazawa	金泽
552	Toyota	丰田
553	Baoding	河北
555	Jiangxi	江西
556	Istanbul	伊斯坦布尔
557	Mjölby	米约尔比
558	Yunlin	云林
560	Zielona Góra	绿山城
579	Macao	　
581	Radziejowice	拉得兹基沃艾斯
582	Ooita	大分
583	Viimsi	维姆西
585	Chania	哈尼亚
586	Penza	奔萨
587	Kolga	科尔加
590	Yakutsk	雅库茨克
591	Kotelnikovo	科捷利尼科沃
592	Gyeongnam	庆尚南道
593	Gyeongbuk	庆尚北道
594	Niigata	新潟
595	Kanagawa	神奈川
597	Xinjiang	新疆
598	Iraklion	伊拉克利翁
599	Plaka	普拉卡
602	Derzhavinsk	捷扎文斯克
604	Shanxi	山西
606	Liaoning	辽宁
607	Fujian	福建
609	Gansu	甘肃
610	Qinghai	青海
611	Inner Mongolia	内蒙古
613	Tibet	西藏
622	Yamagata	山形
623	Gangwon	江原
625	Anji	浙江
626	Huzhou	浙江
628	Ningxia	宁夏
629	Quzhou	浙江
631	Shenzhen	广东
633	Laagri	拉格里
634	Luhansk	卢甘斯克
641	Bobruysk	博布鲁伊斯克
647	Hong Kong	　
649	Handan	河北
667	Siping	吉林
675	Taizhou, Zhejiang	浙江
676	Suqian	江苏
712	Xiangyang	襄阳
718	Suizhou	湖北
729	Shantou	广东
796	?	　
801	Xiantao	湖北
808	?	　
810	Nagasaki	长崎
